"Symbol";"Name";"Interesting";"Description";"Assets";"ETF_Currency";"Industry";"Region";"Region_Currency";"Capitalisation";"Weighting";"Type";"P/E";"Dividends";"Long-Short";"Leverage";"ER";"Liquidity";"FX_risk";"Short_Name";"Bloomberg_Ticker";"ISIN";"Indexname";"Bloomberg_Index";"Reuters_Index"
"A14YV8";"UBS ETF (LU) Factor MSCI EMU Low Volatility UCITS ETF (hedged to USD) A-acc";"Ok";"Ok";"Equity";"EUR";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"Low Volatility";"No";"No";"Long";"No";0.38%;"Check";"No FX risk for USD";"EMU Low Volatility(hedged to USD) A-acc";"Check";"LU1215455277";"MSCI EMU Select Dynamic 50% Risk Weighted 100% hedged to USD Total Return Net";"M1CXUBG";".dMIEM0SDY0ZUS"
"A14XG8";"UBS ETF (LU) Factor MSCI EMU Prime Value UCITS ETF (EUR) A-dis";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"Fundamentals";"No";"No";"Long";"No";0.28%;"Check";"No FX risk for EUR";"EMU Prime Value(EUR) A-dis";"Check";"LU1215452928";"MSCI EMU Prime Value Total Return Net";"M7CXEMUP";".dMIEM0PRV0NEU"
"A14XG9";"UBS ETF (LU) Factor MSCI EMU Prime Value UCITS ETF (hedged to CHF) A-acc";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"Fundamentals";"No";"No";"Long";"No";0.38%;"Check";"No FX risk for CHF";"EMU Prime Value(hedged to CHF) A-acc";"Check";"LU1215453496";"MSCI EMU Prime Value 100% hedged to CHF Total Return Net";"M3CXUBI";".dMHEF0PRV0NCH"
"A14XHA";"UBS ETF (LU) Factor MSCI EMU Prime Value UCITS ETF (hedged to GBP) A-dis";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"Fundamentals";"No";"No";"Long";"No";"Check";"Check";"No FX risk for GBP";"EMU Prime Value(hedged to GBP) A-dis";"Check";"LU1215453819";"MSCI EMU Prime Value 100% hedged to GBP Total Return Net";"M5CXUBI";".dMHEF0PRV0NGB"
"A14YV9";"UBS ETF (LU) Factor MSCI EMU Prime Value UCITS ETF (hedged to USD) A-acc";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"Fundamentals";"No";"No";"Long";"No";0.38%;"Check";"No FX risk for USD";"EMU Prime Value(hedged to USD) A-acc";"Check";"LU1215453736";"MSCI EMU Prime Value 100% hedged to USD Total Return Net";"M4CXUBI";".dMIEM0PRV0ZUS"
"A14XG5";"UBS ETF (LU) Factor MSCI EMU Quality UCITS ETF (EUR) A-dis";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"Fundamentals";"No";"No";"Long";"No";0.28%;"Check";"No FX risk for EUR";"EMU Quality(EUR) A-dis";"Check";"LU1215451524";"MSCI EMU Quality Total Return Net";"M7CXEMQ";".dMIEM0000vNEU"
"A14XG6";"UBS ETF (LU) Factor MSCI EMU Quality UCITS ETF (hedged to CHF) A-acc";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"Fundamentals";"No";"No";"Long";"No";0.38%;"Check";"No FX risk for CHF";"EMU Quality(hedged to CHF) A-acc";"Check";"LU1215452092";"MSCI EMU Quality 100% hedged to CHF Total Return Net";"M3CXUBJ";".dMIHEF0CMNSNCH"
"A14XG7";"UBS ETF (LU) Factor MSCI EMU Quality UCITS ETF (hedged to GBP) A-dis";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"Fundamentals";"No";"No";"Long";"No";"Check";"Check";"No FX risk for GBP";"EMU Quality(hedged to GBP) A-dis";"Check";"LU1215452332";"MSCI EMU Quality 100% hedged to GBP Total Return Net";"M5CXUBJ";".dMIHEF0CMNSNGB"
"A14YWA";"UBS ETF (LU) Factor MSCI EMU Quality UCITS ETF (hedged to USD) A-acc";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"Fundamentals";"No";"No";"Long";"No";0.38%;"Check";"No FX risk for USD";"EMU Quality(hedged to USD) A-acc";"Check";"LU1215452258";"MSCI EMU Quality 100% hedged to USD Total Return Net";"M4CXUBJ";".dMIEM0QTY0ZUS"
"A14XHE";"UBS ETF (LU) Factor MSCI EMU Total Shareholder Yield UCITS ETF (EUR) A-dis";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"No";"No";"Dividends";"Long";"No";0.28%;"Check";"No FX risk for EUR";"EMU Total Shareholder Yield(EUR) A-dis";"Check";"LU1215455947";"MSCI EMU Total Shareholder Yield Total Return Net";"M7CXEMTY";".dMIUS0TSHYNEU"
"A14XHF";"UBS ETF (LU) Factor MSCI EMU Total Shareholder Yield UCITS ETF (hedged to CHF) A-acc";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"No";"No";"Dividends";"Long";"No";0.38%;"Check";"No FX risk for CHF";"EMU Total Shareholder Yield(hedged to CHF) A-acc";"Check";"LU1215456325";"MSCI EMU Total Shareholder Yield 100% hedged to CHF Total Return Net";"M3CXUBH";".dMIHEF0CMN0NCH"
"A14XHG";"UBS ETF (LU) Factor MSCI EMU Total Shareholder Yield UCITS ETF (hedged to GBP) A-dis";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"No";"No";"Dividends";"Long";"No";"Check";"Check";"No FX risk for GBP";"EMU Total Shareholder Yield(hedged to GBP) A-dis";"Check";"LU1215456754";"MSCI EMU Total Shareholder Yield 100% hedged to GBP Total Return Net";"M5CXUBH";".dMIHEF0CMN0NGB"
"A14YWB";"UBS ETF (LU) Factor MSCI EMU Total Shareholder Yield UCITS ETF (hedged to USD) A-acc";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"No";"No";"Dividends";"Long";"No";0.38%;"Check";"No FX risk for USD";"EMU Total Shareholder Yield(hedged to USD) A-acc";"Check";"LU1215456671";"MSCI EMU Total Shareholder Yield 100% hedged to USD Total Return Net";"M4CXUBH";".dMIEM0TSY0ZUS"
"A12D6B";"UBS ETF (LU) MSCI Canada UCITS ETF (hedged to CHF) A-acc";"Ok";"Check";"Equity";"CAD";"Diversified";"Developed North America (Canada)";"CAD";"Mixed";"check";"No";"No";"No";"Long";"No";0.43%;"Check";"No FX risk for CHF";"Canada(hedged to CHF) A-acc";"Check";"LU1130155432";"MSCI Canada hedged to CHF Total Return Net";"M0CAHCHF";".dMICA00000ZCH"
"A12D6D";"UBS ETF (LU) MSCI Canada UCITS ETF (hedged to EUR) A-acc";"Ok";"Check";"Equity";"CAD";"Diversified";"Developed North America (Canada)";"CAD";"Mixed";"check";"No";"No";"No";"Long";"No";0.43%;"Check";"No FX risk for EUR";"Canada(hedged to EUR) A-acc";"Check";"LU1130155606";"MSCI Canada hedged to EUR Total Return Net";"M0CAHEUR";".dMICA00000ZEU"
"A12D6K";"UBS ETF (LU) MSCI Canada UCITS ETF (hedged to GBP) A-acc";"Ok";"Check";"Equity";"CAD";"Diversified";"Developed North America (Canada)";"CAD";"Mixed";"check";"No";"No";"No";"Long";"No";0.43%;"Check";"No FX risk for GBP";"Canada(hedged to GBP) A-acc";"Check";"LU1130156323";"MSCI Canada hedged to GBP Total Return Net";"M0CAHGBP";".dMICA00000ZGB"
"A12D6L";"UBS ETF (LU) MSCI Canada UCITS ETF (hedged to GBP) A-dis";"Ok";"Check";"Equity";"CAD";"Diversified";"Developed North America (Canada)";"CAD";"Mixed";"check";"No";"No";"No";"Long";"No";0.43%;"Check";"No FX risk for GBP";"Canada(hedged to GBP) A-dis";"Check";"LU1130156596";"MSCI Canada hedged to GBP Total Return Net";"M0CAHGBP";".dMICA00000ZGB"
"A12D6F";"UBS ETF (LU) MSCI Canada UCITS ETF (hedged to USD) A-acc";"Ok";"Check";"Equity";"CAD";"Diversified";"Developed North America (Canada)";"CAD";"Mixed";"check";"No";"No";"No";"Long";"No";0.43%;"Check";"No FX risk for USD";"Canada(hedged to USD) A-acc";"Check";"LU1130155861";"MSCI Canada hedged to USD Total Return Net";"M0CAHUSD";".dMICA00000ZUS"
"A14X3D";"UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (hedged to CHF) A-acc";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"ESG";"No";"No";"Long";"No";0.38%;"Check";"No FX risk for CHF";"EMU Socially Responsible(hedged to CHF) A-acc";"Check";"LU1273642816";"MSCI EMU Socially Responsible 5% Issuer Capped hedged in CHF";"MAEMSICH";".dMIEM0SRI0ZCH"
"A14X3E";"UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (hedged to CHF) A-dis";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"ESG";"No";"No";"Long";"No";0.38%;"Check";"No FX risk for CHF";"EMU Socially Responsible(hedged to CHF) A-dis";"Check";"LU1273642907";"MSCI EMU Socially Responsible 5% Issuer Capped hedged in CHF";"MAEMSICH";".dMIEM0SRI0ZCH"
"A1W3AZ";"UBS ETF (LU) MSCI EMU hedged CHF UCITS ETF (CHF) A-acc";"Ok";"Check";"Equity";"CHF";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"No";"No";"No";"Long";"No";0.33%;"Check";"No FX risk for CHF";"EMU hedged CHF(CHF) A-acc";"Check";"LU0950669175";"MSCI EMU 100% hedged to CHF Total Return Net";"M0EMHCHF";".dMIEM00000ZCH"
"A1W292";"UBS ETF (LU) MSCI EMU hedged GBP UCITS ETF (GBP) A-acc";"Ok";"Check";"Equity";"GBP";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"No";"No";"No";"Long";"No";0.33%;"Check";"No FX risk for GBP";"EMU hedged GBP(GBP) A-acc";"Check";"LU0950669688";"MSCI EMU 100% hedged to GBP Total Return Net";"M0EMHGBP";".dMIEM00000ZGB"
"A1W2HA";"UBS ETF (LU) MSCI EMU hedged GBP UCITS ETF (GBP) A-dis";"Ok";"Check";"Equity";"GBP";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"No";"No";"No";"Long";"No";0.33%;"Check";"No FX risk for GBP";"EMU hedged GBP(GBP) A-dis";"Check";"LU0937835733";"MSCI EMU 100% hedged to GBP Total Return Net";"M0EMHGBP";".dMIEM00000ZGB"
"A1W290";"UBS ETF (LU) MSCI EMU hedged USD UCITS ETF (USD) A-acc";"Ok";"Check";"Equity";"USD";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"No";"No";"No";"Long";"No";0.33%;"Check";"No FX risk for USD";"EMU hedged USD(USD) A-acc";"Check";"LU0950669415";"MSCI EMU 100% hedged to USD Total Return Net";"M0EMHUS";".dMIEM00000ZUS"
"A1W2HB";"UBS ETF (LU) MSCI EMU hedged USD UCITS ETF (USD) A-dis";"Ok";"Check";"Equity";"USD";"Diversified";"Developed Eurozone";"EUR";"Mixed";"check";"No";"No";"No";"Long";"No";0.33%;"Check";"No FX risk for USD";"EMU hedged USD(USD) A-dis";"Check";"LU0937835576";"MSCI EMU 100% hedged to USD Total Return Net";"M0EMHUS";".dMIEM00000ZUS"
"A14MGG";"UBS ETF (LU) MSCI Hong Kong UCITS ETF (HKD) A-dis";"Ok";"Check";"Equity";"HKD";"Diversified";"Developed Asia (HK)";"HKD";"Mixed";"check";"No";"No";"No";"Long";"No";0.45%;"Check";"No FX risk for HKD";"Hong Kong(HKD) A-dis";"Check";"LU1169827224";"MSCI Hong Kong Total Return Net";"M7HKE";".dMIHK00000NHK"
"A14UX8";"UBS ETF (LU) MSCI Japan Socially Responsible UCITS ETF (JPY) A-dis";"Ok";"Check";"Equity";"JPY";"Diversified";"Developed Asia (Japan)";"JPY";"Mixed";"check";"ESG";"No";"No";"Long";"No";0.40%;"Check";"No FX risk for JPY";"Japan Socially Responsible(JPY) A-dis";"Check";"LU1230561679";"MSCI Japan Socially Responsible Total Return Net";"MACXUBSO";".dMIJP0000mNJP"
"A14X3Z";"UBS ETF (LU) MSCI Japan Socially Responsible UCITS ETF (hedged to CHF) A-dis";"Ok";"Check";"Equity";"JPY";"Diversified";"Developed Asia (Japan)";"JPY";"Mixed";"check";"ESG";"No";"No";"Long";"No";0.50%;"Check";"No FX risk for CHF";"Japan Socially Responsible(hedged to CHF) A-dis";"Check";"LU1273488475";"MSCI Japan Socially Responsible hedged to CHF Index";"MAJPSIHC";".dMIJP0SRI0ZCH"
"794 361";"UBS ETF (LU) MSCI Japan UCITS ETF (JPY) A-dis";"Ok";"Check";"Equity";"JPY";"Diversified";"Developed Asia (Japan)";"JPY";"Mixed";"check";"No";"No";"No";"Long";"No";0.35%;"Check";"No FX risk for JPY";"Japan(JPY) A-dis";"Check";"LU0136240974";"MSCI Japan Total Return Net";"M7JPE";".dMIJP00000NJP"
"A1W3BB";"UBS ETF (LU) MSCI Japan hedged CHF UCITS ETF (CHF) A-acc";"Ok";"Check";"Equity";"CHF";"Diversified";"Developed Asia (Japan)";"JPY";"Mixed";"check";"No";"No";"No";"Long";"No";0.45%;"Check";"No FX risk for CHF";"Japan hedged CHF(CHF) A-acc";"Check";"LU0950672120";"MSCI Japan 100% hedged to CHF Total Return Net";"M0JPHCHF";".dMIJP00000ZCH"
"A1W2HD";"UBS ETF (LU) MSCI Japan hedged EUR UCITS ETF (EUR) A-dis";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Asia (Japan)";"JPY";"Mixed";"check";"No";"No";"No";"Long";"No";0.45%;"Check";"No FX risk for EUR";"Japan hedged EUR(EUR) A-dis";"Check";"LU0937837945";"MSCI Japan 100% hedged to EUR Total Return Net";"M0JPHEUR";".dMIJP00000ZEU"
"A1W40X";"UBS ETF (LU) MSCI Japan hedged GBP UCITS ETF (GBP) A-acc";"Ok";"Check";"Equity";"GBP";"Diversified";"Developed Asia (Japan)";"JPY";"Mixed";"check";"No";"No";"No";"Long";"No";0.45%;"Check";"No FX risk for GBP";"Japan hedged GBP(GBP) A-acc";"Check";"LU0969638583";"MSCI Japan 100% hedged to GBP Total Return Net";"M0JPHGBP";".dMIJP00000ZGB"
"A1W40W";"UBS ETF (LU) MSCI Japan hedged GBP UCITS ETF (GBP) A-dis";"Ok";"Check";"Equity";"GBP";"Diversified";"Developed Asia (Japan)";"JPY";"Mixed";"check";"No";"No";"No";"Long";"No";0.45%;"Check";"No FX risk for GBP";"Japan hedged GBP(GBP) A-dis";"Check";"LU0969638401";"MSCI Japan 100% hedged to GBP Total Return Net";"M0JPHGBP";".dMIJP00000ZGB"
"A1W6C7";"UBS ETF (LU) MSCI Japan hedged to USD UCITS ETF (USD) A-acc";"Ok";"Check";"Equity";"USD";"Diversified";"Developed Asia (Japan)";"JPY";"Mixed";"check";"No";"No";"No";"Long";"No";0.45%;"Check";"No FX risk for USD";"Japan hedged to USD(USD) A-acc";"Check";"LU0977260867";"MSCI Japan 100% hedged to USD Total Return Net";"M0JPHUSD";".dMIJP00000ZUS"
"A1W6N1";"UBS ETF (LU) MSCI Japan hedged to USD UCITS ETF (USD) A-dis";"Ok";"Check";"Equity";"USD";"Diversified";"Developed Asia (Japan)";"JPY";"Mixed";"check";"No";"No";"No";"Long";"No";0.45%;"Check";"No FX risk for USD";"Japan hedged to USD(USD) A-dis";"Check";"LU0979891768";"MSCI Japan 100% hedged to USD Total Return Net";"M0JPHUSD";".dMIJP00000ZUS"
"A14MF5";"UBS ETF (LU) MSCI Singapore UCITS ETF (SGD) A-dis";"Ok";"Check";"Equity";"SGD";"Diversified";"Developed Asia (SG)";"SGD";"Mixed";"check";"No";"No";"No";"Long";"No";0.45%;"Check";"No FX risk for SGD";"Singapore(SGD) A-dis";"Check";"LU1169825954";"MSCI Singapore Total Return Net";"M7SGE";".dMISG00000NSG"
"A1W6DC";"UBS ETF (LU) MSCI Switzerland 20/35 UCITS ETF (CHF) A-acc";"Ok";"Check";"Equity";"CHF";"Diversified";"Developed Europe (Swiss)";"CHF";"Large";"check";"No";"No";"No";"Long";"No";0.20%;"Check";"No FX risk for CHF";"Switzerland 20/35(CHF) A-acc";"Check";"LU0977261329";"MSCI Switzerland 20/35 Total Return Net";"M1CH35";".dMICH0000sNCH"
"A1W6NY";"UBS ETF (LU) MSCI Switzerland 20/35 UCITS ETF (CHF) A-dis";"Ok";"Check";"Equity";"CHF";"Diversified";"Developed Europe (Swiss)";"CHF";"Large";"check";"No";"No";"No";"Long";"No";0.20%;"Check";"No FX risk for CHF";"Switzerland 20/35(CHF) A-dis";"Check";"LU0979892907";"MSCI Switzerland 20/35 Total Return Net";"M1CH35";".dMICH0000sNCH"
"A14MG0";"UBS ETF (LU) MSCI Switzerland 20/35 UCITS ETF (hedged to GBP) A-acc";"Ok";"Check";"Equity";"CHF";"Diversified";"Developed Europe (Swiss)";"CHF";"Large";"check";"No";"No";"No";"Long";"No";0.30%;"Check";"No FX risk for GBP";"Switzerland 20/35(hedged to GBP) A-acc";"Check";"LU1169830525";"MSCI Switzerland 20/35 100% hedged to GBP Total Return Net";"M0CH35HG";".dMICH0000sZGB"
"A14MGZ";"UBS ETF (LU) MSCI Switzerland 20/35 UCITS ETF (hedged to GBP) A-dis";"Ok";"Check";"Equity";"CHF";"Diversified";"Developed Europe (Swiss)";"CHF";"Large";"check";"No";"No";"No";"Long";"No";0.30%;"Check";"No FX risk for GBP";"Switzerland 20/35(hedged to GBP) A-dis";"Check";"LU1169830442";"MSCI Switzerland 20/35 100% hedged to GBP Total Return Net";"M0CH35HG";".dMICH0000sZGB"
"A1W6C8";"UBS ETF (LU) MSCI Switzerland 20/35 hedged to EUR UCITS ETF (EUR) A-acc";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Europe (Swiss)";"CHF";"Large";"check";"No";"No";"No";"Long";"No";0.30%;"Check";"No FX risk for EUR";"Switzerland 20/35 hedged to EUR(EUR) A-acc";"Check";"LU0977260941";"MSCI Switzerland 20/35 100% hedged to EUR Total Return Net";"M0CH35HE";".dMICH0000sZEU"
"A1W6NZ";"UBS ETF (LU) MSCI Switzerland 20/35 hedged to EUR UCITS ETF (EUR) A-dis";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Europe (Swiss)";"CHF";"Large";"check";"No";"No";"No";"Long";"No";0.30%;"Check";"No FX risk for EUR";"Switzerland 20/35 hedged to EUR(EUR) A-dis";"Check";"LU0979892220";"MSCI Switzerland 20/35 100% hedged to EUR Total Return Net";"M0CH35HE";".dMICH0000sZEU"
"A1W6DB";"UBS ETF (LU) MSCI Switzerland 20/35 hedged to USD UCITS ETF (USD) A-acc";"Ok";"Check";"Equity";"USD";"Diversified";"Developed Europe (Swiss)";"CHF";"Large";"check";"No";"No";"No";"Long";"No";0.30%;"Check";"No FX risk for USD";"Switzerland 20/35 hedged to USD(USD) A-acc";"Check";"LU0977261089";"MSCI Switzerland 20/35 100% hedged to USD Total Return Net";"M0CH35HU";".dMICH0000sNUS"
"A1W6N0";"UBS ETF (LU) MSCI Switzerland 20/35 hedged to USD UCITS ETF (USD) A-dis";"Ok";"Check";"Equity";"USD";"Diversified";"Developed Europe (Swiss)";"CHF";"Large";"check";"No";"No";"No";"Long";"No";0.30%;"Check";"No FX risk for USD";"Switzerland 20/35 hedged to USD(USD) A-dis";"Check";"LU0979892659";"MSCI Switzerland 20/35 100% hedged to USD Total Return Net";"M0CH35HU";".dMICH0000sNUS"
"A1W3AD";"UBS ETF (LU) MSCI UK hedged CHF UCITS ETF (CHF) A-acc";"Ok";"Check";"Equity";"CHF";"Diversified";"Developed Europe (UK)";"GBP";"Mixed";"check";"No";"No";"No";"Long";"No";0.30%;"Check";"No FX risk for CHF";"UK hedged CHF(CHF) A-acc";"Check";"LU0950671072";"MSCI United Kingdom 100% hedged to CHF Total Return Net";"M0UKHCHF";".dMIGB00000ZCH"
"A1W2HF";"UBS ETF (LU) MSCI UK hedged EUR UCITS ETF (EUR) A-dis";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Europe (UK)";"GBP";"Mixed";"check";"No";"No";"No";"Long";"No";0.30%;"Check";"No FX risk for EUR";"UK hedged EUR(EUR) A-dis";"Check";"LU0937836970";"MSCI United Kingdom 100% hedged to EUR Total Return Net";"M0UKHEUR";".dMIGB00000ZEU"
"A1W3AH";"UBS ETF (LU) MSCI UK hedged USD UCITS ETF (USD) A-acc";"Ok";"Check";"Equity";"USD";"Diversified";"Developed Europe (UK)";"GBP";"Mixed";"check";"No";"No";"No";"Long";"No";0.30%;"Check";"No FX risk for USD";"UK hedged USD(USD) A-acc";"Check";"LU0950671403";"MSCI United Kingdom 100% hedged to USD Total Return Net";"M0UKHUSD";".dMIGB00000ZUS"
"A1W2HG";"UBS ETF (LU) MSCI UK hedged USD UCITS ETF (USD) A-dis";"Ok";"Check";"Equity";"USD";"Diversified";"Developed Europe (UK)";"GBP";"Mixed";"check";"No";"No";"No";"Long";"No";0.30%;"Check";"No FX risk for USD";"UK hedged USD(USD) A-dis";"Check";"LU0937837275";"MSCI United Kingdom 100% hedged to USD Total Return Net";"M0UKHUSD";".dMIGB00000ZUS"
"A14X3B";"UBS ETF (LU) MSCI USA Socially Responsible UCITS ETF (hedged to CHF) A-acc";"Ok";"Check";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"ESG";"No";"No";"Long";"No";0.43%;"Check";"No FX risk for CHF";"USA Socially Responsible(hedged to CHF) A-acc";"Check";"LU1273641503";"MSCI USA Socially Responsible Total Return Net hedged in CHF";"MAUSSIHC";".dMIUS0SRI0ZCH"
"A14X3C";"UBS ETF (LU) MSCI USA Socially Responsible UCITS ETF (hedged to CHF) A-dis";"Ok";"Check";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"ESG";"No";"No";"Long";"No";0.43%;"Check";"No FX risk for CHF";"USA Socially Responsible(hedged to CHF) A-dis";"Check";"LU1273642733";"MSCI USA Socially Responsible Total Return Net hedged in CHF";"MAUSSIHC";".dMIUS0SRI0ZCH"
"A14YUN";"UBS ETF (LU) MSCI USA Socially Responsible UCITS ETF (hedged to EUR) A-dis";"Ok";"Check";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"ESG";"No";"No";"Long";"No";0.43%;"Check";"No FX risk for EUR";"USA Socially Responsible(hedged to EUR) A-dis";"Check";"LU1280303014";"MSCI USA Socially Responsible Total Return Net hedged in EUR";"M7USSIHE";".dMIUS0SRI0ZEU"
"794 358";"UBS ETF (LU) MSCI USA UCITS ETF (USD) A-dis";"Ok";"Check";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"No";"No";"Long";"No";0.20%;"Check";"No FX risk for USD";"USA(USD) A-dis";"Check";"LU0136234654";"MSCI USA Total Return Net";"NDDUUS";".dMIUS00000NUS"
"A1W3AB";"UBS ETF (LU) MSCI United Kingdom UCITS ETF (GBP) A-acc";"Ok";"Check";"Equity";"GBP";"Diversified";"Developed Europe (UK)";"GBP";"Mixed";"check";"No";"No";"No";"Long";"No";0.20%;"Check";"No FX risk for GBP";"United Kingdom(GBP) A-acc";"Check";"LU0950670850";"MSCI United Kingdom Total Return Net";"M1GB";".dMIGB00000NGB"
"A1W2HH";"UBS ETF (LU) MSCI United Kingdom UCITS ETF (GBP) A-dis";"Ok";"Check";"Equity";"GBP";"Diversified";"Developed Europe (UK)";"GBP";"Mixed";"check";"No";"No";"No";"Long";"No";0.20%;"Check";"No FX risk for GBP";"United Kingdom(GBP) A-dis";"Check";"LU0937836467";"MSCI United Kingdom Total Return Net";"M1GB";".dMIGB00000NGB"
"A1W9MQ";"CSOP FTSE China A50 ETF";"Ok";"Check";"Equity";"USD";"Diversified";"Emerging Asia (China)";"CNY";"Large";"check";"No";"No";"No";"Long";"No";"Check";"Check";"Yes";"CSOP FTSE China A50 ETF";"CHNA LN";"IE00BGSHB123";"FTSE China A50 Index";"XIN9I";".FTXIN9"
"A0RGCH";"FTSE 100 ETF";"Ok";"Check";"Equity";"GBP";"Diversified";"Developed Europe (UK)";"GBP";"Large";"check";"No";"No";"No";"Long";"No";"Check";"Check";"No FX risk for GBP";"FTSE 100 ETF";"S100 LN";"IE00B60SWT88";"FTSE® 100 TR Index";"TUKXG";".TFTSE"
"A0RGCJ";"FTSE 250 ETF";"Ok";"Check";"Equity";"GBP";"Diversified";"Developed Europe (UK)";"GBP";"Mixed";"check";"No";"No";"No";"Long";"No";"Check";"Check";"No FX risk for GBP";"FTSE 250 ETF";"S250 LN";"IE00B60SWV01";"FTSE® 250 TR Index";"FTPTT250";".TFTMC"
"A143TJ";"FTSE RAFI Europe Equity Income Physical ETF";"Ok";"Check";"Equity";"EUR";"Diversified";"Developed Europe";"Mixed";"Mixed";"check";"Fundamentals";"No";"Dividends";"Long";"No";"Check";"Check";"No FX risk for EUR";"Europe Equity Income Physical ETF";"DVEU GR";"IE00BYNZBP19";"FTSE RAFI Developed Europe Equity Income Net TR Index";"FREIDEN";".TRIFREIDEN"
"A2ABU3";"FTSE RAFI UK Equity Income Physical ETF";"Ok";"Check";"Equity";"GBP";"Diversified";"Developed Europe (UK)";"GBP";"Mixed";"check";"Fundamentals";"No";"Dividends";"Long";"No";"Check";"Check";"No FX risk for GBP";"UK Equity Income Physical ETF";"DVUK LN";"IE00BYRPNB76";"FTSE RAFI UK Equity Income Net TR Index";"FREIUKN";".TRIFREIUKN"
"A2ABU2";"FTSE RAFI US Equity Income Physical ETF";"Ok";"Check";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"Fundamentals";"No";"Dividends";"Long";"No";"Check";"Check";"No FX risk for USD";"US Equity Income Physical ETF";"DVUS LN";"IE00BYRPN399";"FTSE RAFI US Equity Income Net TR Index";"FREIUSAN";".TRIFREIUSAN"
"A1W6MU";"Goldman Sachs Equity Factor Index World ETF";"Ok";"Check";"Equity";"USD";"Diversified";"Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"No";"Check";"Check";"Yes";"Equity Factor Index World ETF";"EFIW LN";"IE00BFG1RG61";"Goldman Sachs Equity Factor Index World Net Total Return USD";"GSRPEXWN ";".GSRPEXWN"
